Classes,Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12,Dimension 13,Dimension 14,Dimension 15,Dimension 16,Dimension 17,Dimension 18,Dimension 19,Dimension 20,Dimension 21,Dimension 22,Dimension 23,Dimension 24,Dimension 25,Dimension 26,Dimension 27,Dimension 28,Dimension 29,Dimension 30,Dimension 31,Dimension 32,Dimension 33,Dimension 34,Dimension 35,Dimension 36,Dimension 37,Dimension 38,Dimension 39,Dimension 40,Dimension 41,Dimension 42,Dimension 43,Dimension 44,Dimension 45,Dimension 46,Dimension 47,Dimension 48,Dimension 49,Dimension 50,Dimension 51,Dimension 52,Dimension 53,Dimension 54,Dimension 55,Dimension 56,Dimension 57,Dimension 58,Dimension 59,Dimension 60,Dimension 61,Dimension 62,Dimension 63,Dimension 64,Dimension 65,Dimension 66,Dimension 67,Dimension 68,Dimension 69,Dimension 70,Dimension 71,Dimension 72,Dimension 73,Dimension 74,Dimension 75,Dimension 76,Dimension 77,Dimension 78,Dimension 79,Dimension 80
hedgehog,0,0,0,0,0,1,1,4,2,2,0,1,1,4,2,0,0,0,0,0,3,0,2,0,1,3,1,6,6,5,4,1,3,6,5,3,2,2,5,2,3,4,2,7,1,4,1,7,7,4,4,1,5,5,4,4,1,3,6,4,0,4,2,3,3,2,3,1,7,3,0,7,3,5,2,2,2,4,2,3
airplanes,2,4,1,2,1,3,6,2,4,1,3,6,1,4,1,2,3,1,1,2,3,4,3,6,2,5,5,4,5,2,6,5,2,5,2,5,4,2,5,1,3,4,2,2,3,1,7,3,2,2,1,7,2,3,2,2,6,3,4,3,2,6,0,0,0,1,7,2,2,1,1,6,3,3,4,2,6,1,2,2
Faces,2,4,6,5,6,2,5,5,3,5,2,3,6,6,6,3,4,4,5,7,3,3,6,6,4,5,4,5,5,3,3,4,6,7,4,6,2,4,5,5,0,6,4,2,2,2,6,1,2,3,5,4,4,6,5,2,5,4,6,6,0,4,6,5,6,3,3,5,2,3,3,1,6,5,3,1,6,2,6,5
gerenuk,4,3,5,6,5,3,4,6,5,5,3,3,6,5,6,3,3,6,6,6,2,2,6,6,6,3,2,7,5,5,5,2,5,5,6,2,2,5,4,6,3,3,6,4,6,3,3,6,5,6,4,2,5,4,7,4,2,5,6,6,4,3,6,5,6,3,3,6,6,7,3,3,5,6,7,3,2,5,7,6
Motorbikes,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,1,0,1,0,3,3,2,2,2,2,6,5,4,3,0,0,0,1,4,0,2,5,1,1,4,2,3,7,3,4,3,4,5,4,1,2,3,4,1,3,0,0,0,0,6,2,0,0,0,6,0,0,0,1,3,0,0,1
stegosaurus,0,0,0,0,0,1,1,0,3,2,3,3,5,6,4,2,3,2,1,2,0,0,2,0,0,4,3,5,6,5,4,2,7,3,5,2,4,4,6,5,2,3,3,6,3,4,3,5,5,2,3,2,5,4,5,3,1,3,7,4,0,0,0,0,0,0,1,0,0,1,3,3,6,3,3,1,2,2,3,3
schooner,0,5,0,0,0,0,3,0,2,1,2,3,0,2,1,0,6,2,0,0,0,1,0,0,2,5,1,2,1,3,4,0,2,3,3,0,2,0,0,0,1,6,0,2,3,2,6,5,4,2,2,5,3,4,3,0,5,3,2,4,0,5,0,4,5,1,6,5,3,4,0,6,6,4,3,0,6,3,3,6
Leopards,3,4,4,6,6,1,5,4,7,5,1,6,5,3,5,2,4,1,2,2,4,3,4,4,7,2,3,5,5,7,3,2,4,6,7,3,4,4,6,6,4,3,4,4,6,2,3,3,5,7,2,5,4,4,6,2,5,4,6,5,3,5,4,6,5,1,4,6,4,6,0,5,5,5,7,3,6,4,2,5
Motorbikes,0,1,0,0,0,0,4,0,0,0,0,5,2,1,2,0,3,0,0,0,2,2,1,0,2,1,6,4,4,3,3,3,5,4,5,1,2,1,0,2,4,1,4,3,2,2,4,6,4,6,4,3,6,6,4,4,2,1,5,2,0,3,0,3,1,0,6,2,1,2,0,5,3,3,2,1,3,3,1,1
airplanes,1,4,5,5,6,2,4,4,5,2,1,5,6,3,4,2,5,3,4,3,1,5,5,5,4,1,6,3,4,4,5,3,4,3,4,4,4,5,2,3,2,4,4,4,2,1,6,2,2,3,1,6,3,4,3,1,6,3,2,2,1,3,4,1,4,0,3,4,5,4,0,4,3,3,5,2,4,3,2,4
lotus,2,3,4,5,2,4,1,6,6,1,1,0,3,5,0,4,2,4,1,4,3,1,2,7,4,4,1,1,4,3,2,1,4,2,3,2,1,7,1,2,1,5,1,6,3,1,3,1,7,5,2,4,5,4,5,0,3,7,1,1,0,6,2,1,1,0,5,2,6,3,1,4,2,5,2,1,3,2,7,1
windsor_chair,0,0,0,0,0,3,0,2,0,3,6,2,1,1,2,3,0,0,3,2,3,1,1,1,3,6,3,1,4,2,7,2,2,0,2,4,0,3,2,2,3,0,2,2,2,1,4,3,3,3,1,3,3,4,3,1,0,0,1,2,1,0,2,0,1,0,1,1,0,0,4,1,2,2,2,0,0,0,1,0
anchor,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,5,1,4,3,2,0,5,2,1,0,2,3,3,5,3,1,0,2,1,1,3,0,2,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,3,2
windsor_chair,1,6,4,1,2,6,4,3,3,3,7,3,2,3,2,6,2,4,3,4,3,3,3,4,3,6,2,4,4,2,6,2,4,5,2,2,2,3,2,4,4,1,2,4,4,2,4,6,3,5,3,3,4,4,5,2,2,5,5,5,4,1,2,4,5,1,1,3,2,6,3,2,5,4,6,3,2,3,4,5
car_side,4,2,1,3,4,1,3,4,5,4,5,3,6,4,2,5,3,5,4,3,5,1,2,4,4,2,5,3,5,4,3,5,6,7,2,4,5,4,4,3,2,6,3,5,2,2,7,3,2,2,0,7,2,4,1,1,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
airplanes,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,2,5,3,0,4,0,1,0,0,0,1,0,1,1,1,0,2,1,0,7,2,2,3,1,7,2,6,3,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Motorbikes,6,1,3,3,0,2,4,1,4,0,0,2,2,1,1,5,0,0,1,0,7,1,1,5,1,1,4,2,6,3,2,2,6,3,5,6,1,0,0,0,4,2,4,3,3,1,3,3,3,6,4,3,4,6,4,5,1,1,5,3,2,4,3,3,5,1,4,3,6,6,1,5,6,5,5,2,2,1,6,5
Motorbikes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,2,3,3,4,2,0,0,0,0,1,2,2,0,1,1,6,4,3,4,3,5,4,4,4,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
car_side,4,3,5,5,4,3,3,6,3,4,4,1,6,6,5,3,3,6,6,4,2,6,4,5,2,1,5,4,2,4,3,5,3,6,2,1,5,4,4,4,0,7,3,1,2,1,6,5,2,3,1,6,3,3,2,1,6,4,5,2,0,4,2,5,2,0,2,0,1,1,0,2,0,0,1,0,2,0,0,2
cougar_body,4,4,1,5,5,0,5,3,6,6,3,4,3,6,4,2,3,2,4,2,3,4,3,7,5,3,2,5,4,6,3,5,5,5,4,4,4,4,5,6,2,2,5,6,7,0,3,6,7,6,3,5,4,7,4,3,5,4,5,5,5,5,3,4,4,3,5,1,5,7,4,5,2,6,5,3,3,2,4,7
binocular,0,0,3,0,2,4,4,4,2,3,3,2,4,0,1,5,0,0,6,2,3,0,4,0,2,6,2,5,1,1,4,1,3,5,1,5,0,4,5,2,3,0,0,2,2,3,4,4,6,3,1,4,5,3,4,2,0,2,1,2,1,0,1,2,2,0,3,7,2,5,0,3,3,2,3,0,0,2,0,2
wild_cat,1,0,6,0,4,1,4,5,5,6,2,5,5,5,5,1,1,3,5,6,3,2,7,5,5,3,4,5,4,6,3,3,6,7,5,2,2,6,5,6,3,2,4,4,4,1,3,5,6,6,2,3,2,7,5,2,0,4,3,3,1,1,2,4,3,2,1,3,6,4,1,1,4,7,7,0,0,3,1,1
airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,2,2,0,1,0,1,2,2,0,0,1,0,0,0,0,0,4,4,4,3,2,1,7,2,3,3,2,7,0,3,1,1,4,0,1,2,2,4,2,3,3,0,7,4,3,2,1,7,4,5,3,2,7,4,4,2
ketch,0,0,0,0,0,4,0,0,6,2,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,6,0,3,2,3,7,0,0,7,1,0,2,0,0,0,2,5,4,4,2,4,1,4,4,4,6,1,0,6,5,3,2,3,5,2,1,5,2,3,4,2,5,6,6,4,3,5,5,3,4,1,5,4,3,5
brain,0,0,0,0,0,1,1,6,0,3,2,3,4,2,5,0,0,0,0,2,2,0,2,2,3,5,3,4,4,6,3,3,5,5,7,2,1,2,5,4,2,1,2,6,3,3,4,3,6,6,4,3,4,6,6,3,1,4,2,5,0,0,0,2,1,2,2,3,6,3,1,4,2,2,3,0,2,2,0,2
airplanes,0,1,0,0,0,0,1,3,2,3,1,4,1,2,4,1,1,0,0,0,0,3,1,2,3,2,4,4,3,4,0,5,1,1,2,1,3,2,2,2,2,3,4,2,5,1,2,5,3,4,1,6,4,2,5,1,4,4,3,4,1,5,3,3,4,0,6,5,4,4,1,6,3,4,5,1,6,4,2,3
crocodile,0,4,3,6,3,1,4,3,6,2,1,5,3,5,4,0,4,4,3,4,0,4,1,5,2,2,5,3,5,5,2,3,4,5,6,1,4,3,6,4,2,5,5,5,4,3,2,3,6,7,3,3,6,6,6,1,6,6,5,4,1,5,3,5,3,1,2,2,5,2,2,5,4,5,2,1,6,3,5,3
menorah,6,0,0,0,2,7,0,0,0,3,7,0,0,0,2,6,0,0,1,2,7,1,1,3,1,7,2,1,2,2,7,1,3,2,1,7,1,1,1,0,2,0,0,5,3,2,3,1,5,5,1,4,5,1,4,1,0,6,0,3,0,0,0,0,0,2,2,1,3,2,1,1,1,1,2,0,0,0,0,0
rhino,4,2,4,6,4,3,3,6,3,6,4,3,6,6,5,2,4,5,6,5,2,3,7,5,4,1,4,7,4,4,4,2,7,6,5,3,3,6,6,6,3,4,6,6,4,4,4,7,4,5,2,3,7,6,5,1,3,7,1,6,1,3,7,5,6,3,4,6,5,6,0,4,7,3,6,2,4,5,4,5
Faces,1,7,5,2,1,0,7,0,2,2,1,6,4,1,3,2,6,3,2,2,2,4,2,3,2,2,6,1,4,2,3,2,7,6,5,5,0,1,0,0,3,3,2,0,0,1,4,2,0,1,6,2,5,4,5,3,0,2,2,1,3,6,3,2,3,3,4,4,1,3,4,1,5,7,5,4,1,0,3,2
nautilus,2,1,1,6,2,2,4,2,6,3,2,4,4,3,3,1,4,0,7,1,5,0,0,0,0,7,0,2,4,1,4,2,6,6,5,7,0,4,3,1,1,0,0,7,2,5,0,0,7,0,3,0,2,4,3,6,0,6,1,2,1,2,3,2,0,0,3,0,7,1,2,5,5,0,1,0,0,7,0,1
bonsai,1,6,3,3,2,2,5,4,5,4,1,3,4,4,5,2,1,2,0,1,0,0,0,0,0,5,3,2,4,6,3,2,5,4,7,3,1,1,3,3,0,2,0,0,1,4,1,5,4,4,1,4,2,1,4,3,0,2,1,1,2,5,4,1,1,1,6,5,4,4,0,3,1,1,2,3,2,0,0,1
lotus,1,2,1,6,2,1,0,0,1,1,4,2,6,5,2,4,2,5,5,1,0,3,4,0,2,3,3,6,2,2,5,1,6,6,4,1,3,4,7,4,1,4,5,1,2,3,5,4,7,4,2,3,5,3,3,0,3,3,3,4,1,0,4,0,2,1,3,2,3,4,1,1,3,5,3,0,1,0,1,1
airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,1,6,2,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
watch,6,0,6,2,3,6,0,6,3,3,1,1,6,3,2,1,2,5,3,2,5,1,6,2,6,3,2,6,4,6,3,2,5,5,6,3,1,6,2,5,6,0,6,5,4,3,1,5,5,5,3,1,5,3,6,6,1,5,2,5,5,2,6,2,2,5,2,6,5,3,5,2,7,2,4,6,1,7,4,2
windsor_chair,1,0,0,2,0,3,0,3,1,2,6,2,2,0,3,4,0,0,2,3,3,2,1,3,4,6,2,2,2,2,7,2,3,2,4,3,1,0,0,2,3,2,4,4,3,3,4,4,3,4,4,3,3,3,5,2,1,0,5,2,1,1,2,1,2,0,0,1,1,3,4,2,3,2,4,1,0,0,2,2
airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,7,1,4,1,0,7,0,4,2,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
dolphin,0,7,4,5,2,1,7,5,4,3,0,7,4,1,2,0,7,1,3,1,1,6,5,6,3,3,4,3,7,4,1,6,2,7,5,1,7,2,1,2,1,7,4,3,4,3,2,6,5,4,2,2,4,6,4,2,4,6,4,5,0,6,1,2,2,3,3,6,7,4,2,3,2,6,7,2,2,1,1,2
lotus,3,2,1,3,4,3,3,3,4,4,3,5,4,3,3,3,4,3,6,4,3,1,5,6,4,4,4,3,4,5,5,3,5,6,3,3,2,4,6,5,2,3,2,5,6,1,1,5,2,6,3,0,4,6,5,5,1,4,3,4,4,2,1,5,7,1,2,2,2,5,3,2,5,2,4,4,2,2,4,4
airplanes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,5,3,0,5,1,0,1,0,3,2,1,1,0,1,0,2,1,0,7,1,4,4,1,6,3,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Faces,0,7,3,1,2,0,7,6,0,2,0,7,3,5,3,0,6,2,2,0,3,0,0,0,0,4,0,7,1,1,3,3,5,6,3,3,3,2,1,1,4,1,1,2,2,6,1,2,2,2,5,2,7,5,4,3,4,3,2,1,5,3,4,4,2,5,2,4,3,3,5,3,5,5,4,3,3,4,5,4
wheelchair,1,1,1,0,2,5,1,3,6,4,6,1,1,1,3,2,1,1,1,2,1,1,2,2,1,3,2,4,4,4,1,5,3,4,3,1,0,2,3,2,3,2,4,2,3,3,2,2,7,4,4,2,3,4,3,2,2,3,3,3,3,2,4,6,5,3,3,5,4,4,4,2,3,6,5,1,2,4,3,5
Faces,3,2,0,0,2,0,1,2,2,3,2,3,3,5,5,3,6,4,0,2,5,1,2,1,1,4,1,3,3,3,4,1,5,7,4,4,1,0,1,1,2,3,0,2,1,4,0,1,5,2,5,1,6,2,2,4,3,0,1,1,6,4,1,1,1,2,3,2,3,4,4,4,4,5,3,2,6,1,4,3
dragonfly,1,0,1,2,1,3,0,2,3,2,4,0,0,0,1,3,0,2,3,2,2,2,3,3,2,5,1,3,6,6,4,3,1,1,1,4,2,3,2,2,3,1,2,2,2,4,2,5,2,7,5,2,2,3,2,3,1,4,3,4,1,0,0,2,2,3,0,4,3,2,5,2,2,1,2,2,0,0,0,1
Faces,6,2,6,2,2,3,4,4,7,3,0,2,0,6,0,0,5,0,0,1,5,3,6,4,3,5,2,6,6,2,4,0,0,6,2,5,2,6,4,3,6,0,2,4,1,6,2,6,5,3,3,0,6,0,1,4,2,4,5,5,4,1,5,4,3,4,2,6,3,4,2,3,4,6,2,3,4,1,1,1
okapi,4,3,5,4,6,2,2,6,3,5,3,2,4,4,6,6,2,5,5,4,4,3,5,5,6,2,2,6,3,4,4,1,5,2,5,5,2,4,3,5,1,6,5,5,4,1,6,4,5,5,4,2,3,6,6,4,3,4,5,5,1,5,3,4,7,1,5,4,4,6,3,5,2,2,7,3,5,4,3,6
starfish,2,3,5,6,7,4,1,6,6,5,5,2,6,6,5,4,2,7,6,5,3,3,6,6,6,2,3,5,7,6,3,1,5,5,7,3,2,5,7,7,3,3,5,7,5,4,3,5,5,7,4,1,6,6,7,4,3,6,5,6,4,3,5,6,6,4,1,6,5,7,3,1,4,7,7,3,3,5,5,7
trilobite,0,0,2,0,0,0,1,6,1,6,3,2,4,6,6,1,0,3,6,5,4,2,6,4,5,1,5,5,4,6,2,2,6,6,7,4,1,7,4,5,3,3,6,7,5,1,5,4,7,5,3,1,3,6,7,4,1,6,5,5,3,2,3,6,5,2,3,4,5,7,1,1,6,5,6,0,0,2,0,1
airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,1,0,0,0,1,2,0,3,0,0,0,1,2,0,0,0,2,0,0,0,0,0,6,2,5,5,0,7,2,2,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chair,2,3,5,2,2,0,3,3,1,1,3,3,1,3,1,3,7,1,2,1,1,4,3,3,2,0,4,0,0,0,1,3,0,1,2,1,6,4,3,3,1,2,0,4,1,0,3,0,3,2,2,3,3,2,3,2,5,2,2,2,2,4,3,1,3,0,6,6,1,2,2,4,2,6,4,2,4,3,3,2
butterfly,1,2,2,3,6,0,5,7,2,2,2,4,3,3,3,1,2,0,6,5,1,3,7,5,5,3,3,3,5,3,4,2,5,6,2,2,1,5,6,2,3,2,2,7,5,4,2,6,1,7,4,1,6,6,5,3,2,6,3,5,0,1,2,6,6,2,4,4,4,5,3,5,4,3,6,1,1,5,2,7
airplanes,0,5,2,0,1,0,7,0,0,0,0,7,0,1,0,0,6,4,0,0,3,5,4,6,5,1,6,4,6,3,1,4,6,5,5,0,6,4,3,4,2,7,1,5,2,0,6,3,3,3,0,7,1,3,3,0,7,4,0,4,1,6,4,3,4,0,7,0,3,3,0,7,3,3,2,1,5,6,5,4
strawberry,0,0,3,1,2,0,5,4,2,2,0,4,2,2,4,0,1,0,0,3,5,0,0,0,3,1,0,1,2,6,1,3,4,6,4,3,2,5,0,3,0,0,0,3,2,2,1,0,6,5,1,1,0,3,4,1,0,3,0,2,0,0,0,0,1,1,0,0,6,5,1,0,3,2,4,0,0,0,0,1
Leopards,6,2,3,5,3,3,4,3,6,5,4,2,5,6,4,5,3,4,2,3,5,1,6,2,6,3,2,6,5,6,5,1,7,5,4,6,1,4,4,4,5,2,3,5,6,2,2,4,6,7,4,2,6,6,6,5,1,4,3,6,4,3,4,4,7,2,3,3,5,7,4,3,4,5,6,5,2,3,3,6
Motorbikes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,1,5,3,4,4,2,5,2,5,5,0,1,1,3,2,2,0,1,2,1,2,5,4,3,5,3,5,3,6,5,3,0,3,4,2,0,0,0,1,0,0,1,1,1,1,0,2,0,0,0,0,1,1,0,0
watch,2,2,5,2,2,2,4,5,5,3,0,2,3,5,2,1,3,4,3,1,3,1,4,3,3,2,6,2,5,3,2,6,2,3,4,5,3,4,5,5,2,2,4,2,3,1,6,2,2,2,0,6,2,2,2,2,2,3,2,3,1,5,7,4,0,0,5,5,1,0,0,3,3,2,0,0,3,5,1,0
crocodile_head,2,3,4,7,7,4,2,6,5,6,4,3,5,4,6,1,3,3,6,7,4,2,7,5,7,3,4,6,4,6,2,3,6,7,6,3,3,5,6,6,4,1,5,7,5,2,2,3,7,6,4,2,0,7,5,2,2,4,6,6,2,3,2,5,6,2,5,2,5,4,3,3,4,7,6,1,2,4,6,7
mandolin,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,0,2,0,4,2,3,3,4,3,2,1,3,1,1,2,3,3,4,3,4,4,2,1,5,2,0,2,0,3,1,1,2,1,3,1,2,3,5,6,5,3,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,2,4,0,2
BACKGROUND_Google,3,1,0,0,3,2,3,3,3,5,3,3,2,4,4,5,3,3,5,4,0,2,5,5,4,2,4,4,1,3,4,4,3,4,5,3,5,3,4,4,2,4,2,3,2,0,3,0,5,4,0,0,1,1,0,0,2,0,1,1,0,0,0,0,1,1,2,1,5,3,1,2,2,6,5,0,1,0,3,2
cougar_face,4,2,6,5,4,4,4,4,6,4,5,2,6,6,4,0,5,6,4,2,4,3,4,5,3,5,2,5,5,5,3,2,4,7,6,2,1,2,7,1,4,3,6,7,2,6,2,5,4,4,2,2,6,3,7,5,0,0,6,2,1,5,5,7,3,4,4,5,7,4,4,3,4,5,5,5,1,3,4,4
beaver,3,3,6,5,6,2,5,5,6,6,3,5,4,6,5,3,3,4,6,6,3,2,3,7,6,3,5,6,5,5,2,5,6,5,4,5,1,3,5,6,3,2,4,7,5,5,3,3,6,4,4,2,6,7,3,5,2,3,6,5,2,5,4,5,5,0,6,6,4,6,3,4,7,4,5,2,5,6,5,5
wrench,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,6,0,1,1,0,5,1,1,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airplanes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,2,0,1,1,2,1,0,0,0,0,6,5,2,3,0,5,5,2,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trilobite,0,0,2,0,1,1,2,6,0,6,2,3,5,5,6,3,1,0,6,5,2,1,6,2,7,3,2,6,6,6,3,0,3,7,7,4,1,2,4,6,3,2,5,3,7,4,0,6,3,7,4,1,5,3,7,1,1,7,2,7,3,1,2,4,7,2,1,6,4,7,1,1,7,0,7,0,0,3,0,3
minaret,0,0,1,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,1,1,1,0,1,1,2,0,0,1,0,1,0,2,1,2,5,2,2,5,4,3,0,2,5,4,5,1,2,7,2,5,0,1,6,3,5,2,0,2,0,2,0,1,5,1,2,0,0,3,0,1,0,0,1,0,1,0,0,1,0,1
dolphin,0,5,1,1,0,1,3,6,2,4,1,5,2,2,3,1,3,2,6,4,1,4,4,1,3,2,4,6,6,5,3,3,5,6,5,5,2,2,4,1,2,2,5,3,5,4,2,3,5,5,2,3,3,6,5,4,3,6,4,5,0,5,3,3,3,0,6,2,5,4,1,5,4,2,4,0,5,4,3,5
airplanes,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,2,1,2,2,3,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,1,0,7,1,1,3,0,7,5,5,3,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
watch,0,0,0,0,0,0,3,5,2,4,1,2,2,7,4,0,2,3,3,3,1,4,3,1,2,3,1,3,4,7,4,2,3,4,5,3,5,2,6,3,2,2,0,2,2,5,1,4,3,5,5,1,3,4,4,2,4,4,2,5,0,0,0,0,0,0,3,1,3,4,0,2,5,1,4,1,2,1,3,3
gramophone,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,2,0,2,6,3,0,0,0,0,1,0,3,5,0,4,3,4,6,4,4,5,3,4,5,2,3,2,4,5,2,0,4,2,1,2,0,2,0,0,0,1,1,1,5,3,2,2,0,1,1,2,5,0,2,2,2,4,4,1,2,0,0,0,0,0
Motorbikes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,0,3,4,3,1,0,2,5,5,5,2,1,2,2,3,4,0,3,1,3,2,3,3,7,6,2,3,5,3,5,4,1,4,3,2,1,2,1,0,1,0,6,1,0,0,0,4,0,1,0,1,2,1,1,0
trilobite,0,0,1,0,0,1,2,6,0,6,2,4,6,4,6,1,2,3,7,5,2,2,7,3,5,3,1,6,4,7,2,3,6,3,6,1,3,5,3,7,3,3,6,4,7,3,2,7,1,6,2,2,7,5,6,1,2,7,2,7,0,4,4,6,5,2,5,5,5,6,1,3,6,5,6,0,0,2,0,2
rooster,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,2,4,5,4,1,5,4,2,3,1,2,1,7,4,2,1,5,2,5,4,0,4,3,3,2,0,1,0,2,4,1,7,4,6,2,3,5,3,6,1,0,3,0,2,0,0,0,0,0,4,0,2,3,3,1,1,3,3,5,0,0,0,0,0
scorpion,4,3,5,6,6,3,3,4,7,6,4,1,3,6,7,4,3,4,3,7,4,1,5,5,7,2,3,4,6,5,3,2,5,3,4,4,1,6,6,3,4,3,2,5,7,3,3,4,7,5,2,2,4,4,4,3,2,6,4,6,5,1,5,6,6,4,2,6,3,7,3,2,5,6,7,4,1,6,6,6
Faces,2,3,1,1,2,2,3,5,3,2,4,4,6,5,4,2,2,4,4,1,3,3,2,5,5,5,2,6,3,6,3,4,5,6,4,4,0,1,4,2,5,2,2,1,2,4,2,4,5,4,6,3,4,5,3,3,0,4,1,3,3,2,1,3,3,3,3,4,4,5,4,3,6,3,2,2,3,2,3,3
lotus,3,2,4,5,3,3,0,3,5,2,2,1,4,4,3,4,1,6,2,3,3,1,2,5,2,4,1,3,4,2,6,1,6,4,2,5,1,6,3,3,1,1,0,6,2,3,3,3,6,3,3,2,6,4,4,2,2,5,5,3,3,1,6,5,3,5,1,5,5,3,3,3,5,5,3,2,2,6,5,4
Faces,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,1,1,1,2,1,0,0,0,0,0,1,5,1,2,0,5,3,6,5,3,5,2,3,4,0,0,0,0,0,0,1,3,2,1,2,3,4,4,5,2,6,0,4,1,2,0,0,0,0,0
airplanes,1,6,0,0,0,0,7,2,3,2,1,6,6,4,2,2,6,2,1,2,3,3,1,4,2,1,7,1,0,2,0,7,3,3,2,2,6,3,0,1,1,4,0,4,3,0,7,1,3,2,0,7,2,1,1,1,6,0,0,2,1,6,1,1,0,0,7,1,0,1,0,7,1,2,0,1,5,1,1,0
bonsai,0,5,7,0,0,1,6,6,4,3,0,3,3,7,1,0,0,0,4,0,6,1,7,7,0,4,3,5,7,5,6,1,7,6,4,4,0,4,2,0,0,1,2,7,2,1,4,5,6,3,0,4,6,0,0,0,0,2,0,0,0,2,2,0,0,1,4,2,2,3,1,2,2,3,1,0,1,2,1,0
Motorbikes,4,4,6,4,3,3,3,7,6,4,4,4,5,6,4,3,4,5,4,5,4,4,4,4,3,2,3,5,7,5,2,5,6,5,5,2,4,4,5,5,3,1,0,3,3,2,5,6,6,5,4,4,5,5,4,3,2,2,4,5,2,0,0,0,1,0,2,0,0,0,0,3,1,1,1,2,2,3,0,2
watch,0,1,1,0,2,0,2,5,0,4,1,4,1,4,5,0,1,0,3,2,4,1,4,0,2,3,1,6,4,7,1,2,3,4,6,4,0,1,5,4,4,1,0,3,3,4,2,4,2,4,4,0,4,6,3,5,1,4,3,3,0,0,0,0,2,0,1,0,4,7,0,5,2,1,5,1,0,2,1,3
ewer,0,0,0,0,1,2,4,2,2,4,4,4,5,2,3,2,1,0,4,2,0,1,0,0,1,2,2,5,7,5,4,3,5,2,4,3,1,1,1,3,2,1,4,5,6,4,3,5,5,4,1,5,4,6,6,3,1,2,2,6,1,0,2,4,6,3,4,1,4,6,2,4,7,4,5,1,1,3,1,6
